user_id,gender,age,stream,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6
698,Female,25,Chemical Engineering,"Engineering Mathematics, Environmental Science and Sustainability","Engineering Mathematics, Environmental Science and Sustainability","Industrial Safety and Hazard Management, Mass Transfer Basics","Industrial Safety and Hazard Management, Mass Transfer Basics","Petrochemical Process Engineering, Advanced Thermodynamics","Petrochemical Process Engineering, Advanced Thermodynamics"
699,Male,23,Chemical Engineering,"Introduction to Computer-Aided Design (CAD), Introduction to Data Science","Introduction to Computer-Aided Design (CAD), Introduction to Data Science","Mass Transfer Basics, Process Engineering Fundamentals","Mass Transfer Basics, Process Engineering Fundamentals","Environmental Impact of Chemical Processes, Catalysis in Chemical Engineering","Environmental Impact of Chemical Processes, Catalysis in Chemical Engineering"
700,Male,22,Electronics and Communication Engineering (ECE),"Introduction to Computer-Aided Design (CAD), Soft Skills for Engineers","Introduction to Computer-Aided Design (CAD), Soft Skills for Engineers","Digital Circuits and Systems, Signals and Systems","Digital Circuits and Systems, Signals and Systems","FPGA Programming, Embedded System Design with ARM Cortex","FPGA Programming, Embedded System Design with ARM Cortex"
701,Female,22,Unknown,"Soft Skills for Engineers, Basics of Electrical and Electronics Engineering","Soft Skills for Engineers, Basics of Electrical and Electronics Engineering","Finite Element Analysis (FEA), Finite Element Analysis (FEA)","Finite Element Analysis (FEA), Finite Element Analysis (FEA)","HVAC Systems Design, HVAC Systems Design","HVAC Systems Design, HVAC Systems Design"
702,Female,19,Unknown,"Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Basics of Computational Fluid Dynamics (CFD), Flight Mechanics","Basics of Computational Fluid Dynamics (CFD), Flight Mechanics","Satellite System Engineering, Orbital Mechanics","Satellite System Engineering, Orbital Mechanics"
703,Female,22,Electrical Engineering,"Soft Skills for Engineers, Introduction to Computer-Aided Design (CAD)",Unknown,"Basics of Power Systems, Digital Signal Processing","Basics of Power Systems, Digital Signal Processing","Electric Vehicle Systems, Smart Grid Technology","Electric Vehicle Systems, Smart Grid Technology"
704,Female,20,Civil Engineering,"Introduction to Python Programming, Soft Skills for Engineers","Introduction to Python Programming, Soft Skills for Engineers","Concrete Technology, Transportation Engineering Basics","Concrete Technology, Transportation Engineering Basics","Geotechnical Engineering Advanced Concepts, Advanced BIM Techniques","Geotechnical Engineering Advanced Concepts, Advanced BIM Techniques"
705,Male,23,Mechanical Engineering,"Introduction to Python Programming, Introduction to Data Science","Introduction to Python Programming, Introduction to Data Science","Kinematics of Machines, Basics of Robotics","Kinematics of Machines, Basics of Robotics","Energy Systems Engineering, Optimization in Mechanical Design","Energy Systems Engineering, Optimization in Mechanical Design"
706,Unknown,22,Unknown,"Introduction to Data Science, Introduction to Python Programming","Introduction to Data Science, Introduction to Python Programming","Signals and Systems, Digital Circuits and Systems","Signals and Systems, Digital Circuits and Systems","Radar Systems and Applications, IoT System Design","Radar Systems and Applications, IoT System Design"
707,Female,23,Electrical Engineering,"Soft Skills for Engineers, Introduction to Data Science","Soft Skills for Engineers, Introduction to Data Science","Electrical Machines and Drives, Digital Signal Processing","Electrical Machines and Drives, Digital Signal Processing","Advanced Control Systems, Advanced Power Systems","Advanced Control Systems, Advanced Power Systems"
708,Unknown,24,Chemical Engineering,"Basics of Electrical and Electronics Engineering, Introduction to Computer-Aided Design (CAD)","Basics of Electrical and Electronics Engineering, Introduction to Computer-Aided Design (CAD)","Introduction to Chemical Reaction Engineering, Introduction to Chemical Reaction Engineering","Introduction to Chemical Reaction Engineering, Introduction to Chemical Reaction Engineering","Nanotechnology in Chemical Engineering, Environmental Impact of Chemical Processes","Nanotechnology in Chemical Engineering, Environmental Impact of Chemical Processes"
709,Male,25,Civil Engineering,"Introduction to Computer-Aided Design (CAD), Soft Skills for Engineers","Introduction to Computer-Aided Design (CAD), Soft Skills for Engineers","Construction Planning and Management, Introduction to BIM (Building Information Modeling)","Construction Planning and Management, Introduction to BIM (Building Information Modeling)","Smart Transportation Systems, Hydrology and Water Resource Engineering","Smart Transportation Systems, Hydrology and Water Resource Engineering"
710,Female,24,Aerospace Engineering,"Introduction to Computer-Aided Design (CAD), Basics of Electrical and Electronics Engineering","Introduction to Computer-Aided Design (CAD), Basics of Electrical and Electronics Engineering","Basics of Aerodynamics, Flight Mechanics","Basics of Aerodynamics, Flight Mechanics","Orbital Mechanics, Spacecraft Avionics","Orbital Mechanics, Spacecraft Avionics"
711,Female,22,Aerospace Engineering,"Introduction to Python Programming, Engineering Mathematics",Unknown,"Introduction to Avionics, Space Mission Design","Introduction to Avionics, Space Mission Design","UAV Technology, Rocket Propulsion Systems","UAV Technology, Rocket Propulsion Systems"
712,Female,20,Electronics and Communication Engineering (ECE),"Introduction to Data Science, Basics of Electrical and Electronics Engineering","Introduction to Data Science, Basics of Electrical and Electronics Engineering","Embedded Systems Basics, Signals and Systems","Embedded Systems Basics, Signals and Systems","Advanced VLSI Design, Digital Image Processing","Advanced VLSI Design, Digital Image Processing"
713,Female,23,Unknown,"Introduction to Computer-Aided Design (CAD), Engineering Mathematics",Unknown,"Introduction to Cloud Computing, Foundations of Cybersecurity","Introduction to Cloud Computing, Foundations of Cybersecurity","Deep Learning with TensorFlow, Cybersecurity and Ethical Hacking","Deep Learning with TensorFlow, Cybersecurity and Ethical Hacking"
714,Male,21,Electronics and Communication Engineering (ECE),"Engineering Mathematics, Basics of Electrical and Electronics Engineering","Engineering Mathematics, Basics of Electrical and Electronics Engineering","Analog Electronics Fundamentals, Introduction to IoT","Analog Electronics Fundamentals, Introduction to IoT","Network-on-Chip Architecture, Digital Image Processing","Network-on-Chip Architecture, Digital Image Processing"
715,Female,23,Civil Engineering,"Engineering Mathematics, Introduction to Python Programming","Engineering Mathematics, Introduction to Python Programming","Water Resource Management, Transportation Engineering Basics","Water Resource Management, Transportation Engineering Basics","Advanced Structural Engineering, Advanced BIM Techniques","Advanced Structural Engineering, Advanced BIM Techniques"
716,Female,22,Biotechnology/Biomedical Engineering,"Introduction to Data Science, Engineering Mathematics",Unknown,"Bioinformatics for Beginners, Healthcare Data Analytics","Bioinformatics for Beginners, Healthcare Data Analytics","Gene Editing with CRISPR, Bioinformatics Applications in Genomics","Gene Editing with CRISPR, Bioinformatics Applications in Genomics"
717,Male,19,Biotechnology/Biomedical Engineering,"Soft Skills for Engineers, Soft Skills for Engineers","Soft Skills for Engineers, Soft Skills for Engineers","Biomedical Instrumentation, Introduction to Tissue Engineering","Biomedical Instrumentation, Introduction to Tissue Engineering","Gene Editing with CRISPR, Drug Delivery Systems","Gene Editing with CRISPR, Drug Delivery Systems"
718,Male,20,Mechanical Engineering,"Introduction to Python Programming, Basics of Electrical and Electronics Engineering","Introduction to Python Programming, Basics of Electrical and Electronics Engineering","Basics of Robotics, Introduction to Additive Manufacturing (3D Printing)","Basics of Robotics, Introduction to Additive Manufacturing (3D Printing)","Automobile Dynamics, Energy Systems Engineering","Automobile Dynamics, Energy Systems Engineering"
719,Male,22,Unknown,"Engineering Mechanics, Introduction to Computer-Aided Design (CAD)","Engineering Mechanics, Introduction to Computer-Aided Design (CAD)","Electromagnetic Fields and Waves, Control Systems Fundamentals","Electromagnetic Fields and Waves, Control Systems Fundamentals","Advanced Power Systems, Advanced Power Systems","Advanced Power Systems, Advanced Power Systems"
720,Female,25,Civil Engineering,"Engineering Mechanics, Introduction to Python Programming","Engineering Mechanics, Introduction to Python Programming","Water Resource Management, Construction Planning and Management","Water Resource Management, Construction Planning and Management","Advanced Highway Engineering, Sustainable Construction","Advanced Highway Engineering, Sustainable Construction"
721,Male,24,Mechanical Engineering,"Basics of Electrical and Electronics Engineering, Introduction to Python Programming",Unknown,"Introduction to Additive Manufacturing (3D Printing), Introduction to Additive Manufacturing (3D Printing)","Introduction to Additive Manufacturing (3D Printing), Introduction to Additive Manufacturing (3D Printing)","HVAC Systems Design, Robotics and Automation Engineering","HVAC Systems Design, Robotics and Automation Engineering"
722,Female,24,Electrical Engineering,"Basics of Electrical and Electronics Engineering, Introduction to Data Science","Basics of Electrical and Electronics Engineering, Introduction to Data Science","Electrical Machines and Drives, Introduction to Renewable Energy Systems","Electrical Machines and Drives, Introduction to Renewable Energy Systems","Renewable Energy Integration, IoT Applications in Electrical Engineering","Renewable Energy Integration, IoT Applications in Electrical Engineering"
723,Female,20,Biotechnology/Biomedical Engineering,"Engineering Mechanics, Soft Skills for Engineers","Engineering Mechanics, Soft Skills for Engineers","Basics of Bioprocess Engineering, Introduction to Genetic Engineering","Basics of Bioprocess Engineering, Introduction to Genetic Engineering","Biostatistics for Biomedical Research, Bioinformatics Applications in Genomics","Biostatistics for Biomedical Research, Bioinformatics Applications in Genomics"
